id,year,issue_d,final_d,emp_length_int,home_ownership,home_ownership_cat,income_category,annual_inc,income_cat,loan_amount,term,term_cat,application_type,application_type_cat,purpose,purpose_cat,interest_payments,interest_payment_cat,loan_condition,loan_condition_cat,interest_rate,grade,grade_cat,dti,total_pymnt,total_rec_prncp,recoveries,installment,region
58251014.0,2015.0,01/08/2015,1012016.0,8.0,,3.0,Medium,200000.0,2.0,6000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,11.53,B,2.0,14.96,985.91,715.11,0.0,197.95,munster
3155713.0,2013.0,01/01/2013,1102014.0,8.0,,1.0,Medium,130000.0,2.0,, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Bad Loan,1.0,6.03,,1.0,13.57,11188.22,8977.06,966.4,486.97,Northern-Irl
40786302.0,2015.0,01/02/2015,1122015.0,5.0,RENT,1.0,Low,41000.0,1.0,5000.0, 36 months,1.0,INDIVIDUAL,1.0,,1.0,Low,1.0,Good Loan,0.0,12.69,,3.0,33.37,1693.7,1204.77,0.0,167.73,Northern-Irl
61443362.0,2015.0,01/10/2015,1012016.0,10.0,,3.0,Low,49380.0,1.0,10000.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,,2.0,Good Loan,0.0,16.55,D,4.0,30.04,752.14,329.1,0.0,246.12,munster
36371687.0,2014.0,01/12/2014,1012016.0,6.0,,2.0,Medium,180000.0,2.0,25000.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,10.49,,2.0,17.19,6969.42,4367.37,0.0,537.23,ulster
10638000.0,2014.0,01/01/2014,1122015.0,10.0,MORTGAGE,3.0,Low,42000.0,1.0,1200.0, 36 months,1.0,INDIVIDUAL,1.0,,9.0,Low,1.0,Good Loan,0.0,10.99,,2.0,15.06,903.5,720.03,0.0,39.29,cannught
1307537.0,2012.0,01/06/2012,1062015.0,1.0,RENT,1.0,Low,47000.0,1.0,6300.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,Low,1.0,Good Loan,0.0,7.9,,1.0,15.32,7095.612370999999,6300.0,0.0,197.13,
50517607.0,2015.0,01/05/2015,1012016.0,10.0,,3.0,Low,95000.0,1.0,18000.0, 36 months,1.0,INDIVIDUAL,1.0,,1.0,Low,1.0,Good Loan,0.0,10.99,,2.0,27.6,4102.56,3053.46,0.0,589.22,ulster
1502485.0,2012.0,01/09/2012,1032015.0,2.0,,1.0,Low,40000.0,1.0,5750.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,Low,1.0,Good Loan,0.0,13.11,,2.0,12.93,6947.513416,5750.0,0.0,194.05,ulster
68192414.0,2015.0,01/12/2015,1012016.0,6.05,,3.0,Low,47364.0,1.0,18950.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,,,3.0,15.1,0.0,0.0,0.0,647.58,ulster
61498719.0,2015.0,01/10/2015,1012016.0,3.0,,2.0,Low,40000.0,1.0,10000.0, 60 months,2.0,INDIVIDUAL,1.0,credit_card,1.0,Low,1.0,,0.0,12.69,C,3.0,30.45,670.8,364.43,0.0,225.95,Northern-Irl
37621337.0,2014.0,01/12/2014,1122015.0,4.0,RENT,1.0,Low,30000.0,1.0,8000.0, 36 months,1.0,INDIVIDUAL,1.0,credit_card,1.0,High,2.0,Good Loan,0.0,13.66,,3.0,23.24,3256.21,2313.83,0.0,272.11,ulster
59601314.0,2015.0,01/09/2015,1012016.0,10.0,,2.0,Low,70000.0,1.0,12675.0, 36 months,1.0,INDIVIDUAL,1.0,credit_card,1.0,High,2.0,Good Loan,0.0,17.57,,4.0,24.1,1809.67,1103.65,0.0,455.51,ulster
55072630.0,2015.0,01/07/2015,1012016.0,10.0,,3.0,Medium,104000.0,2.0,18000.0, 36 months,1.0,INDIVIDUAL,1.0,,,Low,1.0,Good Loan,0.0,12.69,C,3.0,8.37,3597.48,2547.28,0.0,603.81,Northern-Irl
5936684.0,2013.0,01/07/2013,1052014.0,4.0,,,Low,53278.0,1.0,, 36 months,1.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,15.88,C,3.0,22.66,11187.24629,10000.0,0.0,350.98,leinster
9000115.0,2013.0,01/12/2013,1012016.0,0.5,,2.0,Low,50000.0,1.0,20000.0, 36 months,1.0,INDIVIDUAL,1.0,credit_card,1.0,Low,1.0,Good Loan,0.0,12.99,B,2.0,20.07,16842.99,13047.03,0.0,673.79,Northern-Irl
7654630.0,2013.0,01/10/2013,1052015.0,3.0,,3.0,Low,49000.0,1.0,6000.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,,2.0,Good Loan,0.0,16.2,C,3.0,21.87,7234.86,6000.0,0.0,211.54,leinster
6900023.0,2013.0,01/09/2013,1012016.0,10.0,MORTGAGE,3.0,Low,100000.0,1.0,15000.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,Low,1.0,Good Loan,0.0,11.55,,2.0,19.07,13856.85,11204.01,0.0,495.0,leinster
33141428.0,2014.0,01/11/2014,1012016.0,4.0,RENT,1.0,Low,43000.0,1.0,18000.0, 36 months,1.0,INDIVIDUAL,1.0,,1.0,High,2.0,Good Loan,0.0,13.66,,3.0,2.51,8557.56,6144.39,0.0,612.23,ulster
732736.0,2011.0,01/04/2011,1052014.0,5.0,,1.0,Low,55000.0,1.0,9000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,11.11,B,2.0,21.05,10615.4412,9000.0,0.0,295.12,Northern-Irl
60923613.0,2015.0,01/10/2015,1012016.0,10.0,,3.0,Low,57000.0,1.0,5600.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,,C,3.0,14.34,565.41,382.68,0.0,191.37,Northern-Irl
57326715.0,2015.0,01/08/2015,1012016.0,0.5,,1.0,Low,40000.0,1.0,10000.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,14.65,,3.0,20.19,1172.21,584.02,0.0,236.07,cannught
39629277.0,2015.0,01/01/2015,1012016.0,10.0,,3.0,Medium,105000.0,2.0,21000.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,14.99,C,3.0,25.67,5950.04,3049.76,0.0,499.48,leinster
1601698.0,2012.0,01/10/2012,1112015.0,2.0,,1.0,Low,42000.0,1.0,, 36 months,1.0,INDIVIDUAL,1.0,,1.0,High,2.0,Good Loan,0.0,17.77,,4.0,15.31,19524.89735,15050.0,0.0,542.36,Northern-Irl
10736050.0,2014.0,01/01/2014,1052015.0,0.5,RENT,1.0,Medium,200000.0,2.0,16000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,12.85,B,2.0,7.72,18103.84,16000.0,0.0,537.95,Northern-Irl
17753099.0,2014.0,01/06/2014,1122015.0,10.0,,3.0,Low,90000.0,1.0,30000.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,,2.0,Bad Loan,1.0,20.99,E,5.0,18.63,14605.92,6004.18,0.0,811.44,Northern-Irl
34462318.0,2014.0,01/11/2014,1102015.0,0.5,,1.0,Low,36000.0,1.0,5000.0, 36 months,1.0,INDIVIDUAL,1.0,,1.0,Low,1.0,Good Loan,0.0,9.49,B,2.0,19.5,5377.87,5000.0,0.0,160.15,Northern-Irl
44066399.0,2015.0,01/03/2015,1122015.0,10.0,MORTGAGE,3.0,Low,56000.0,1.0,4000.0, 36 months,1.0,INDIVIDUAL,1.0,medical,9.0,Low,1.0,Good Loan,0.0,6.68,,1.0,17.02,1104.89,926.41,0.0,122.93,cannught
46772760.0,2015.0,01/04/2015,1122015.0,2.0,RENT,1.0,Low,65000.0,1.0,18000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,,1.0,Good Loan,0.0,9.99,,2.0,23.65,4635.85,,0.0,580.73,ulster
32168619.0,2014.0,01/10/2014,1122015.0,0.5,,1.0,Low,50000.0,1.0,21975.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,16.99,D,4.0,22.39,10946.3,,0.0,783.36,Northern-Irl
46601101.0,2015.0,01/04/2015,1122015.0,10.0,MORTGAGE,3.0,Low,40000.0,1.0,14000.0, 36 months,1.0,INDIVIDUAL,1.0,credit_card,1.0,Low,1.0,Good Loan,0.0,8.18,,2.0,20.46,3512.68,2822.22,0.0,439.88,Northern-Irl
40473155.0,2015.0,01/02/2015,1012016.0,10.0,,1.0,Low,80000.0,1.0,12000.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,Low,1.0,Good Loan,0.0,8.67,B,2.0,17.88,4165.8,3342.68,0.0,379.76,ulster
34512782.0,2014.0,01/11/2014,1012016.0,4.0,RENT,1.0,Low,50000.0,1.0,8800.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,Low,1.0,Good Loan,0.0,11.99,B,2.0,9.79,4076.85,3053.94,0.0,292.25,ulster
32389657.0,2014.0,01/10/2014,1122015.0,2.0,,1.0,Low,77000.0,1.0,18950.0, 60 months,2.0,INDIVIDUAL,1.0,,1.0,High,2.0,Good Loan,0.0,18.24,D,4.0,27.82,6980.8,3279.15,0.0,483.69,cannught
64008800.0,2015.0,01/11/2015,1012016.0,4.0,MORTGAGE,3.0,Low,80000.0,1.0,30000.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,Low,1.0,Good Loan,0.0,12.05,,3.0,28.49,1964.18,1398.79,0.0,997.15,Northern-Irl
37811233.0,2015.0,01/01/2015,1012016.0,6.05,,2.0,Low,36500.0,1.0,11950.0, 36 months,1.0,INDIVIDUAL,1.0,other,4.0,,1.0,Good Loan,0.0,11.99,,2.0,17.72,4754.36,3518.72,0.0,396.86,ulster
66522301.0,2015.0,01/12/2015,1012016.0,10.0,RENT,1.0,Low,80000.0,1.0,12000.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,13.67,C,3.0,21.09,231.61,140.47,0.0,277.18,ulster
15660498.0,2014.0,01/05/2014,1012015.0,7.0,,1.0,Low,60000.0,1.0,10000.0, 36 months,1.0,INDIVIDUAL,1.0,,9.0,,1.0,Good Loan,0.0,10.99,,2.0,22.74,10671.1,10000.0,0.0,327.34,ulster
64210356.0,2015.0,01/11/2015,1012016.0,10.0,MORTGAGE,3.0,Medium,112000.0,2.0,9000.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,Low,1.0,Good Loan,0.0,5.32,,1.0,20.36,536.76,463.3,0.0,271.04,leinster
8285884.0,2013.0,,1042014.0,3.0,,3.0,Low,100000.0,1.0,16800.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Bad Loan,1.0,20.2,D,4.0,25.35,2231.43,847.68,0.0,446.97,Northern-Irl
5344900.0,2013.0,01/05/2013,1052015.0,7.0,,3.0,Low,90000.0,1.0,12000.0, 36 months,1.0,INDIVIDUAL,1.0,home_improvement,7.0,Low,1.0,Good Loan,0.0,11.14,,2.0,13.85,13922.34,12000.0,0.0,393.67,cannught
46386476.0,2015.0,01/04/2015,1042015.0,4.0,RENT,1.0,Low,45000.0,1.0,11000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,9.17,,2.0,9.26,11023.76,11000.0,0.0,350.67,Northern-Irl
5946942.0,2013.0,01/07/2013,1012016.0,4.0,MORTGAGE,3.0,Low,71468.0,1.0,18000.0, 36 months,1.0,INDIVIDUAL,1.0,credit_card,1.0,Low,1.0,Good Loan,0.0,,,1.0,8.28,16892.14,14693.52,0.0,563.23,Northern-Irl
56131395.0,2015.0,01/08/2015,1012016.0,10.0,MORTGAGE,3.0,Low,50000.0,1.0,25000.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,19.99,,5.0,31.16,3283.29,1270.38,0.0,662.21,ulster
2837271.0,2013.0,,1022014.0,5.0,MORTGAGE,3.0,Medium,102000.0,2.0,14950.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,14.33,,3.0,23.99,16942.81,14950.0,0.0,513.36,munster
66584702.0,2015.0,01/12/2015,1012016.0,10.0,MORTGAGE,3.0,Medium,125000.0,2.0,35000.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,11.22,,2.0,10.1,721.21,437.59,0.0,764.84,Northern-Irl
66546080.0,2015.0,01/12/2015,1012016.0,10.0,,3.0,Low,84000.0,1.0,15000.0, 36 months,1.0,INDIVIDUAL,1.0,,4.0,Low,1.0,Good Loan,0.0,9.76,B,2.0,21.69,474.19,360.32,0.0,482.32,leinster
9198625.0,2013.0,01/12/2013,1122015.0,3.0,RENT,1.0,Low,41070.0,1.0,17000.0, 36 months,,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,9.67,,2.0,32.99,13100.66,10778.8,0.0,545.92,leinster
67448726.0,2015.0,01/12/2015,1012016.0,10.0,,3.0,Low,100000.0,1.0,32000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,12.88,C,3.0,23.08,0.0,0.0,0.0,1076.36,Northern-Irl
4305835.0,2013.0,01/05/2013,1012016.0,6.05,,2.0,Low,30000.0,1.0,10050.0, 36 months,1.0,INDIVIDUAL,1.0,credit_card,1.0,High,2.0,Good Loan,0.0,14.09,B,2.0,7.0,11001.44,8710.99,0.0,343.93,cannught
9756275.0,2013.0,01/12/2013,1112014.0,6.05,MORTGAGE,3.0,Low,47000.0,1.0,, 36 months,1.0,INDIVIDUAL,1.0,home_improvement,7.0,High,2.0,Bad Loan,1.0,15.61,,3.0,11.7,10142.48,5330.21,2192.26,722.9,leinster
31187272.0,2014.0,01/10/2014,1012016.0,6.0,RENT,1.0,Low,33000.0,1.0,6000.0,,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,,2.0,Good Loan,0.0,14.99,,3.0,30.33,3109.56,2179.58,0.0,207.97,leinster
34663477.0,2014.0,01/11/2014,1012016.0,8.0,,1.0,Medium,180000.0,2.0,21000.0, 36 months,1.0,INDIVIDUAL,1.0,,8.0,Low,,Good Loan,0.0,12.39,,3.0,1.35,9790.97,7258.99,0.0,701.42,leinster
34503652.0,2014.0,01/11/2014,1122015.0,10.0,,3.0,Low,85000.0,1.0,18000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,7.49,,1.0,15.49,7314.21,6040.16,0.0,559.83,cannught
46704817.0,2015.0,01/05/2015,1012016.0,7.0,,1.0,Low,70000.0,1.0,12000.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,Low,1.0,Good Loan,0.0,12.29,,3.0,17.04,2133.21,1209.08,0.0,268.7,Northern-Irl
2084031.0,2012.0,01/11/2012,1052014.0,0.5,RENT,1.0,Low,55000.0,1.0,10000.0, 36 months,1.0,INDIVIDUAL,1.0,major_purchase,8.0,High,2.0,Good Loan,0.0,,B,2.0,9.71,11614.88999,10000.0,0.0,342.22,ulster
43520428.0,2015.0,01/03/2015,1122015.0,6.05,MORTGAGE,3.0,Low,53000.0,1.0,20000.0, 60 months,2.0,,1.0,,6.0,High,2.0,Good Loan,0.0,16.55,,4.0,3.19,4411.68,2058.54,0.0,492.23,leinster
61953047.0,2015.0,01/10/2015,1012016.0,8.0,MORTGAGE,3.0,Medium,150000.0,2.0,20000.0, 36 months,1.0,INDIVIDUAL,1.0,,1.0,Low,1.0,Good Loan,0.0,,B,2.0,8.35,1303.25,947.34,0.0,654.68,Northern-Irl
19666881.0,2014.0,01/07/2014,1012016.0,6.0,,1.0,Low,68000.0,1.0,19000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,6.03,,1.0,14.95,10444.36,9071.81,0.0,578.28,Northern-Irl
7450920.0,2013.0,01/10/2013,1092015.0,10.0,,3.0,Medium,135000.0,2.0,23850.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,15.61,C,3.0,11.32,30116.85,23850.0,0.0,575.06,ulster
11654909.0,2014.0,01/03/2014,1012016.0,6.0,,2.0,Low,73000.0,1.0,20000.0, 36 months,,INDIVIDUAL,1.0,,8.0,Low,1.0,Good Loan,0.0,10.99,,2.0,4.26,14402.96,11434.46,0.0,654.68,leinster
9239759.0,2014.0,01/03/2014,1012016.0,10.0,,3.0,Low,85000.0,1.0,, 60 months,2.0,INDIVIDUAL,1.0,credit_card,1.0,High,2.0,Good Loan,0.0,16.59,,4.0,21.77,18105.15,9144.43,0.0,862.15,ulster
55433299.0,2015.0,01/07/2015,1122015.0,2.0,,1.0,Low,68000.0,1.0,29175.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,16.99,,4.0,26.39,5145.07,3224.84,0.0,1040.03,munster
48594879.0,2015.0,01/05/2015,1012016.0,1.0,,1.0,Medium,105000.0,2.0,35000.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,13.99,C,3.0,24.03,9541.2,6567.38,0.0,1196.05,leinster
7078422.0,2013.0,01/09/2013,1062014.0,4.0,OWN,2.0,Low,82000.0,1.0,, 60 months,2.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,11.99,B,2.0,20.54,21708.27684,20000.0,0.0,444.79,ulster
6305084.0,2013.0,01/08/2013,1012016.0,6.0,,1.0,Low,55000.0,1.0,8000.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,17.56,D,4.0,20.92,8336.34,6100.73,0.0,287.46,cannught
44126078.0,2015.0,01/04/2015,1072015.0,10.0,MORTGAGE,3.0,Medium,119000.0,2.0,, 60 months,2.0,INDIVIDUAL,1.0,,6.0,,1.0,Good Loan,0.0,11.53,,2.0,18.44,20685.99,20000.0,0.0,440.16,Northern-Irl
11695351.0,2014.0,01/02/2014,1022015.0,10.0,,2.0,Medium,106000.0,2.0,35000.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,Low,1.0,Good Loan,0.0,12.85,B,2.0,6.91,39042.7,35000.0,0.0,1176.77,ulster
25347736.0,2014.0,01/08/2014,1122015.0,10.0,RENT,1.0,Low,65000.0,1.0,12000.0, 60 months,2.0,INDIVIDUAL,1.0,,3.0,High,2.0,Good Loan,0.0,18.99,,5.0,27.62,4979.68,2189.61,0.0,311.23,Northern-Irl
27460264.0,2014.0,01/09/2014,1012016.0,5.0,RENT,1.0,Low,58106.0,1.0,22000.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,10.99,,2.0,19.14,7651.68,4745.49,0.0,478.23,Northern-Irl
41150428.0,2015.0,01/02/2015,1122015.0,2.0,,1.0,Medium,150000.0,2.0,, 36 months,1.0,INDIVIDUAL,1.0,credit_card,1.0,Low,1.0,Good Loan,0.0,8.18,,2.0,12.02,25444.71,,0.0,754.07,cannught
60941493.0,2015.0,01/10/2015,1012016.0,10.0,MORTGAGE,3.0,Low,75000.0,1.0,12825.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,16.99,,4.0,6.18,1347.36,838.59,0.0,457.19,Northern-Irl
,2012.0,01/09/2012,1092015.0,4.0,,1.0,Low,88000.0,1.0,12000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,12.12,,2.0,24.15,14372.39771,12000.0,0.0,399.26,ulster
44086547.0,2015.0,01/04/2015,1122015.0,10.0,RENT,1.0,Low,54000.0,1.0,8850.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,9.17,,2.0,2.0,5007.6,4531.52,0.0,282.13,ulster
60385973.0,2015.0,01/09/2015,1122015.0,10.0,OWN,2.0,Low,38000.0,1.0,19000.0, 60 months,2.0,INDIVIDUAL,1.0,,1.0,High,2.0,Good Loan,0.0,16.55,,4.0,29.6,1437.79,625.27,0.0,467.62,cannught
54394148.0,2015.0,01/07/2015,1122015.0,9.0,MORTGAGE,3.0,Low,29000.0,1.0,1350.0, 36 months,1.0,INDIVIDUAL,1.0,credit_card,1.0,Low,1.0,Good Loan,0.0,12.69,,3.0,10.76,225.5,158.38,0.0,45.29,cannught
67809379.0,2015.0,01/12/2015,1012016.0,8.0,MORTGAGE,3.0,Low,45000.0,1.0,14000.0, 60 months,2.0,INDIVIDUAL,1.0,debt_consolidation,6.0,High,2.0,Good Loan,0.0,20.5,E,5.0,24.8,0.0,0.0,0.0,374.83,leinster
34303338.0,2014.0,01/11/2014,1012016.0,5.0,,1.0,Low,60000.0,1.0,1600.0, 36 months,1.0,INDIVIDUAL,1.0,other,4.0,Low,1.0,Good Loan,0.0,12.99,C,3.0,15.34,753.59,549.91,0.0,53.91,ulster
28262693.0,2014.0,01/10/2014,1012016.0,2.0,,3.0,Medium,142500.0,2.0,28500.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,7.69,A,1.0,13.57,8669.37,6135.89,0.0,573.66,ulster
38545012.0,2015.0,01/01/2015,1012016.0,0.5,,1.0,Low,80000.0,1.0,6000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,8.67,,2.0,3.03,2272.78,1829.94,0.0,189.88,leinster
3218303.0,2013.0,01/02/2013,1102014.0,1.0,,1.0,Low,24000.0,1.0,8125.0, 36 months,1.0,INDIVIDUAL,1.0,,1.0,High,2.0,Good Loan,0.0,14.09,B,2.0,25.4,9592.302076,8125.0,0.0,278.05,cannught
54037540.0,2015.0,01/07/2015,1102015.0,8.0,MORTGAGE,3.0,Low,51470.0,1.0,15925.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,25.78,F,6.0,35.63,17197.19,15925.0,0.0,474.74,munster
46783285.0,2015.0,01/04/2015,1122015.0,3.0,RENT,1.0,Medium,110000.0,2.0,, 36 months,1.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,,,3.0,16.48,3261.99,2251.72,0.0,410.08,ulster
60820805.0,2015.0,01/09/2015,1122015.0,10.0,MORTGAGE,3.0,Low,52000.0,1.0,22875.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,22.99,,6.0,30.6,1875.76,631.39,0.0,644.73,ulster
54283170.0,2015.0,01/07/2015,1012016.0,2.0,RENT,1.0,Medium,120000.0,2.0,35000.0, 36 months,1.0,INDIVIDUAL,1.0,home_improvement,7.0,Low,1.0,Good Loan,0.0,7.26,A,1.0,23.36,6480.99,5318.6,0.0,1084.87,Northern-Irl
10536374.0,2014.0,01/01/2014,1012015.0,0.5,RENT,1.0,Low,60000.0,1.0,19150.0, 36 months,1.0,INDIVIDUAL,1.0,credit_card,1.0,High,2.0,Good Loan,0.0,14.98,C,3.0,10.46,21507.1,19150.0,0.0,663.66,ulster
6540487.0,2013.0,01/08/2013,1012016.0,6.0,,1.0,Low,77000.0,1.0,2000.0, 36 months,1.0,INDIVIDUAL,1.0,,5.0,High,2.0,Good Loan,0.0,21.6,E,5.0,8.77,2202.29,1504.16,0.0,75.97,ulster
3699034.0,2013.0,01/03/2013,1012016.0,0.5,,3.0,Low,65000.0,1.0,25300.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,,,5.0,26.29,22624.2,10672.55,0.0,684.46,cannught
40362919.0,2015.0,01/02/2015,1072015.0,5.0,RENT,1.0,Low,44000.0,,12000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,12.39,,3.0,16.34,12577.74,12000.0,0.0,400.82,Northern-Irl
60761738.0,2015.0,01/09/2015,1012016.0,8.0,,3.0,Medium,145000.0,2.0,23000.0, 36 months,1.0,INDIVIDUAL,1.0,credit_card,1.0,Low,1.0,Good Loan,0.0,5.32,,1.0,9.24,2726.37,2378.45,0.0,692.64,munster
12445460.0,2014.0,01/02/2014,1072015.0,10.0,MORTGAGE,3.0,Low,58000.0,1.0,10575.0, 60 months,2.0,INDIVIDUAL,1.0,,1.0,High,2.0,Bad Loan,1.0,16.59,D,4.0,8.05,4168.0,2031.24,0.0,260.5,leinster
6284679.0,2013.0,01/08/2013,1012016.0,10.0,,3.0,Low,55000.0,1.0,24375.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,High,2.0,Good Loan,0.0,14.33,,3.0,19.99,16563.81,9642.12,0.0,571.35,leinster
32178952.0,2014.0,01/11/2014,1012016.0,3.0,RENT,1.0,Low,30000.0,1.0,6000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,12.99,,3.0,33.89,2825.63,2061.83,0.0,202.14,Northern-Irl
25206967.0,2014.0,01/08/2014,1122015.0,6.05,,3.0,Low,92000.0,1.0,18500.0, 60 months,2.0,INDIVIDUAL,1.0,,7.0,High,2.0,Good Loan,0.0,13.98,C,3.0,6.96,,3753.27,0.0,430.28,cannught
6386321.0,2013.0,01/08/2013,1012016.0,7.0,OWN,2.0,Low,45000.0,1.0,16000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,,B,2.0,18.59,14907.16,12513.71,0.0,514.1,ulster
1434909.0,2012.0,01/08/2012,1062015.0,8.0,,1.0,Low,62500.0,1.0,22000.0, 60 months,2.0,INDIVIDUAL,1.0,,6.0,High,2.0,Bad Loan,1.0,17.27,C,3.0,21.48,18698.64,10136.2,12.24,549.96,ulster
11916706.0,2014.0,01/02/2014,1122015.0,7.0,MORTGAGE,3.0,Low,24706.0,1.0,6725.0, 36 months,1.0,INDIVIDUAL,1.0,,1.0,High,2.0,Good Loan,0.0,23.43,,6.0,24.68,5760.48,3544.77,0.0,261.84,leinster
56390327.0,2015.0,01/08/2015,1012016.0,6.0,,1.0,Low,96000.0,1.0,, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,Low,1.0,Good Loan,0.0,10.99,B,2.0,18.77,4873.47,3601.72,0.0,982.02,leinster
5445092.0,2013.0,01/06/2013,1072014.0,1.0,,3.0,Low,79296.0,1.0,14000.0, 36 months,1.0,INDIVIDUAL,1.0,debt_consolidation,6.0,Low,1.0,Good Loan,0.0,10.16,,2.0,6.73,15217.12627,14000.0,0.0,,munster
54688624.0,2015.0,01/07/2015,1012016.0,10.0,,1.0,Low,24000.0,1.0,11025.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,,,2.0,32.2,2128.08,1616.83,0.0,355.7,ulster
30255762.0,2014.0,01/10/2014,1112015.0,10.0,,3.0,Medium,138000.0,2.0,25000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,,,2.0,11.37,27590.52,25000.0,0.0,818.35,Northern-Irl
363631.0,2008.0,01/11/2008,1062010.0,2.0,MORTGAGE,3.0,Low,62677.0,1.0,6000.0, 36 months,,INDIVIDUAL,1.0,,3.0,Low,1.0,Good Loan,0.0,10.2,,2.0,3.56,6736.87,6000.0,0.0,194.17,Northern-Irl
56021734.0,2015.0,01/08/2015,1012016.0,2.0,MORTGAGE,3.0,Low,49000.0,1.0,20000.0, 36 months,1.0,INDIVIDUAL,1.0,,6.0,Low,1.0,Good Loan,0.0,10.99,B,2.0,24.66,3248.98,2401.15,0.0,654.68,munster
